"HomeTeam","AwayTeam","Date","Contest","HomeGoals","AwayGoals","HomeGoalsFull","AwayGoalsFull","ExtraTimePossible","HomeAdvantage"
"Georgia","Belarus","2017-11-13","Friendly",2,2,2,2,0,1
"Armenia","Cyprus","2017-11-13","Friendly",3,2,3,2,0,1
"Iraq","Syria","2017-11-13","Friendly",1,1,1,1,0,1
"Poland","Mexico","2017-11-13","Friendly",0,1,0,1,0,1
"Bulgaria","Saudi Arabia","2017-11-13","Friendly",1,0,1,0,0,0
"Iran","Venezuela","2017-11-13","Friendly",1,0,1,0,0,0
"Kosovo","Latvia","2017-11-13","Friendly",4,3,4,3,0,1
"North Korea","Malaysia","2017-11-13","Asian Cup qualifier",4,1,4,1,0,0
"Switzerland","Northern Ireland","2017-11-12","World Cup qualifier",0,0,0,0,0,1
"Malta","Estonia","2017-11-12","Friendly",0,3,0,3,0,1
"Congo","Uganda","2017-11-12","World Cup qualifier",1,1,1,1,0,1
"Ghana","Egypt","2017-11-12","World Cup qualifier",1,1,1,1,0,1
"Togo","Mauritius","2017-11-12","Friendly",6,0,6,0,0,1
"Benin","Tanzania","2017-11-12","Friendly",1,1,1,1,0,1
"Greece","Croatia","2017-11-12","World Cup qualifier",0,0,0,0,0,1
"Zambia","Cameroon","2017-11-11","World Cup qualifier",2,2,2,2,0,1
"Denmark","Ireland","2017-11-11","World Cup qualifier",0,0,0,0,0,1
"Macedonia","Norway","2017-11-11","Friendly",2,0,2,0,0,1
"New Zealand","Peru","2017-11-11","World Cup qualifier",0,0,0,0,0,1
"Malawi","Lesotho","2017-11-11","Friendly",1,1,1,1,0,1
"Trinidad and Tobago","Grenada","2017-11-11","Friendly",2,2,2,2,0,1
"Russia","Argentina","2017-11-11","Friendly",0,1,0,1,0,1
"Comoros","Madagascar","2017-11-11","Friendly",1,1,1,1,0,0
"Tunisia","Libya","2017-11-11","World Cup qualifier",0,0,0,0,0,1
"Spain","Costa Rica","2017-11-11","Friendly",5,0,5,0,0,1
"Ivory Coast","Morocco","2017-11-11","World Cup qualifier",0,2,0,2,0,1
"Gabon","Mali","2017-11-11","World Cup qualifier",0,0,0,0,0,1
"Namibia","Zimbabwe","2017-11-11","Friendly",3,1,3,1,0,1
"Qatar","Czechia","2017-11-11","Friendly tournament",0,1,0,1,0,1
"Democratic Republic of Congo","Guinea","2017-11-11","World Cup qualifier",3,1,3,1,0,0
"Dominican Republic","Nicaragua","2017-11-11","Friendly",1,0,1,0,0,1
"Sweden","Italy","2017-11-10","World Cup qualifier",1,0,1,0,0,1
"Honduras","Australia","2017-11-10","World Cup qualifier",0,0,0,0,0,1
"Portugal","Saudi Arabia","2017-11-10","Friendly",3,0,3,0,0,1
"United Arab Emirates","Haiti","2017-11-10","Friendly",0,1,0,1,0,1
"South Africa","Senegal","2017-11-10","World Cup qualifier",0,2,0,2,0,1
"Georgia","Cyprus","2017-11-10","Friendly",1,0,1,0,0,1
"Brazil","Japan","2017-11-10","Friendly",3,1,3,1,0,0
"South Korea","Colombia","2017-11-10","Friendly",2,1,2,1,0,1
"Ukraine","Slovakia","2017-11-10","Friendly",2,1,2,1,0,1
"Belgium","Mexico","2017-11-10","Friendly",3,3,3,3,0,1
"Poland","Uruguay","2017-11-10","Friendly",0,0,0,0,0,1
"China","Serbia","2017-11-10","Friendly",0,2,0,2,0,1
"England","Germany","2017-11-10","Friendly",0,0,0,0,0,1
"North Korea","Malaysia","2017-11-10","Asian Cup qualifier",4,1,4,1,0,0
"Algeria","Nigeria","2017-11-10","World Cup qualifier",1,1,1,1,0,1
"France","Wales","2017-11-10","Friendly",2,0,2,0,0,1
"Northern Ireland","Switzerland","2017-11-09","World Cup qualifier",0,1,0,1,0,1
"Romania","Turkey","2017-11-09","Friendly",2,0,2,0,0,1
"Hong Kong","Bahrain","2017-11-09","Friendly",0,2,0,2,0,1
"Armenia","Belarus","2017-11-09","Friendly",4,1,4,1,0,1
"Cambodia","Myanmar","2017-11-09","Friendly",1,2,1,2,0,1
"Finland","Estonia","2017-11-09","Friendly",3,0,3,0,0,1
"Luxembourg","Hungary","2017-11-09","Friendly",2,1,2,1,0,1
"Scotland","Netherlands","2017-11-09","Friendly",0,1,0,1,0,1
"Singapore","Lebanon","2017-11-09","Friendly",0,1,0,1,0,1
"Iran","Panama","2017-11-09","Friendly",2,1,2,1,0,0
"Croatia","Greece","2017-11-09","World Cup qualifier",4,1,4,1,0,1
"Congo","Benin","2017-11-08","Friendly",1,1,1,1,0,1
"Czechia","Iceland","2017-11-08","Friendly tournament",2,1,2,1,0,0
"Nicaragua","Dominican Republic","2017-11-08","Friendly",0,3,0,3,0,1
"Lesotho","Zimbabwe","2017-11-08","Friendly",1,0,1,0,0,1
"Saudi Arabia","Latvia","2017-11-07","Friendly",2,0,2,0,0,0
"Bermuda","Barbados","2017-10-28","Friendly",2,3,2,3,0,1
"Grenada","Panama","2017-10-24","Friendly",0,5,0,5,0,1
"India","Macao","2017-10-11","Asian Cup qualifier",4,1,4,1,0,1
"Myanmar","Kyrgyzstan","2017-10-10","Asian Cup qualifier",2,2,2,2,0,1
"Hungary","Faroe Islands","2017-10-10","World Cup qualifier",1,0,1,0,0,1
"Netherlands","Sweden","2017-10-10","World Cup qualifier",2,0,2,0,0,1
"Portugal","Switzerland","2017-10-10","World Cup qualifier",2,0,2,0,0,1
"Maldives","Oman","2017-10-10","Asian Cup qualifier",1,3,1,3,0,1
"Japan","Haiti","2017-10-10","Friendly",3,3,3,3,0,1
"Hong Kong","Malaysia","2017-10-10","Asian Cup qualifier",2,0,2,0,0,1
"France","Belarus","2017-10-10","World Cup qualifier",2,1,2,1,0,1
"Vietnam","Cambodia","2017-10-10","Asian Cup qualifier",5,0,5,0,0,1
"Afghanistan","Jordan","2017-10-10","Asian Cup qualifier",3,3,3,3,0,0
"Mozambique","Cape Verde","2017-10-10","Friendly",1,0,1,0,0,0
"Estonia","Bosnia and Herzegovina","2017-10-10","World Cup qualifier",1,2,1,2,0,1
"Trinidad and Tobago","United States","2017-10-10","World Cup qualifier",2,1,2,1,0,1
"Luxembourg","Bulgaria","2017-10-10","World Cup qualifier",1,1,1,1,0,1
"Brazil","Chile","2017-10-10","World Cup qualifier",3,0,3,0,0,1
"Morocco","South Korea","2017-10-10","Friendly",3,1,3,1,0,0
"Ecuador","Argentina","2017-10-10","World Cup qualifier",1,3,1,3,0,1
"Philippines","Yemen","2017-10-10","Asian Cup qualifier",1,1,1,1,0,0
"Palestine","Bhutan","2017-10-10","Asian Cup qualifier",10,0,10,0,0,1
"Tajikistan","Nepal","2017-10-10","Asian Cup qualifier",3,0,3,0,0,1
"Turkmenistan","Singapore","2017-10-10","Asian Cup qualifier",2,1,2,1,0,1
"Qatar","Curacao","2017-10-10","Friendly",1,2,1,2,0,1
"Honduras","Mexico","2017-10-10","World Cup qualifier",3,2,3,2,0,1
"Uruguay","Bolivia","2017-10-10","World Cup qualifier",4,2,4,2,0,1
"Panama","Costa Rica","2017-10-10","World Cup qualifier",2,1,2,1,0,1
"Saudi Arabia","Ghana","2017-10-10","Friendly",0,3,0,3,0,1
"Russia","Iran","2017-10-10","Friendly",1,1,1,1,0,1
"Belgium","Cyprus","2017-10-10","World Cup qualifier",4,0,4,0,0,1
"Taiwan","Bahrain","2017-10-10","Asian Cup qualifier",2,1,2,1,0,1
"Latvia","Andorra","2017-10-10","World Cup qualifier",4,0,4,0,0,1
"Benin","Gabon","2017-10-10","Friendly",1,0,1,0,0,0
"Greece","Gibraltar","2017-10-10","World Cup qualifier",4,0,4,0,0,1
"Australia","Syria","2017-10-10","World Cup qualifier",2,1,2,1,0,1
"Peru","Colombia","2017-10-10","World Cup qualifier",1,1,1,1,0,1
"Lebanon","North Korea","2017-10-10","Asian Cup qualifier",5,0,5,0,0,1
"Paraguay","Venezuela","2017-10-10","World Cup qualifier",0,1,0,1,0,1
"Finland","Turkey","2017-10-09","World Cup qualifier",2,2,2,2,0,1
"Equatorial Guinea","Mauritius","2017-10-09","Friendly",3,1,3,1,0,1
"Wales","Ireland","2017-10-09","World Cup qualifier",0,1,0,1,0,1
"Macedonia","Liechtenstein","2017-10-09","World Cup qualifier",4,0,4,0,0,1
"Serbia","Georgia","2017-10-09","World Cup qualifier",1,0,1,0,0,1
"Israel","Spain","2017-10-09","World Cup qualifier",0,1,0,1,0,1
"Iceland","Kosovo","2017-10-09","World Cup qualifier",2,0,2,0,0,1
"Moldova","Austria","2017-10-09","World Cup qualifier",0,1,0,1,0,1
"Ukraine","Croatia","2017-10-09","World Cup qualifier",0,2,0,2,0,1
"Albania","Italy","2017-10-09","World Cup qualifier",0,1,0,1,0,1
"Czechia","San Marino","2017-10-08","World Cup qualifier",5,0,5,0,0,1
"Kazakhstan","Armenia","2017-10-08","World Cup qualifier",1,1,1,1,0,1
"Egypt","Congo","2017-10-08","World Cup qualifier",2,1,2,1,0,1
"Norway","Northern Ireland","2017-10-08","World Cup qualifier",1,0,1,0,0,1
"El Salvador","Canada","2017-10-08","Friendly",1,0,1,0,0,0
"Slovenia","Scotland","2017-10-08","World Cup qualifier",2,2,2,2,0,1
"Lithuania","England","2017-10-08","World Cup qualifier",0,1,0,1,0,1
"Germany","Azerbaijan","2017-10-08","World Cup qualifier",5,1,5,1,0,1
"Slovakia","Malta","2017-10-08","World Cup qualifier",3,0,3,0,0,1
"Thailand","Kenya","2017-10-08","Friendly",1,0,1,0,0,1
"Denmark","Romania","2017-10-08","World Cup qualifier",1,1,1,1,0,1
"Poland","Montenegro","2017-10-08","World Cup qualifier",4,2,4,2,0,1
"Nigeria","Zambia","2017-10-07","World Cup qualifier",1,0,1,0,0,1
"South Africa","Burkina Faso","2017-10-07","World Cup qualifier",3,1,3,1,0,1
"Cameroon","Algeria","2017-10-07","World Cup qualifier",2,0,2,0,0,1
"Faroe Islands","Latvia","2017-10-07","World Cup qualifier",0,0,0,0,0,1
"Sweden","Luxembourg","2017-10-07","World Cup qualifier",8,0,8,0,0,1
"Switzerland","Hungary","2017-10-07","World Cup qualifier",5,2,5,2,0,1
"Andorra","Portugal","2017-10-07","World Cup qualifier",0,2,0,2,0,1
"Bosnia and Herzegovina","Belgium","2017-10-07","World Cup qualifier",3,4,3,4,0,1
"Belarus","Netherlands","2017-10-07","World Cup qualifier",1,3,1,3,0,1
"Cape Verde","Senegal","2017-10-07","World Cup qualifier",0,2,0,2,0,1
"Tanzania","Malawi","2017-10-07","Friendly",1,1,1,1,0,1
"Gibraltar","Estonia","2017-10-07","World Cup qualifier",0,6,0,6,0,0
"Russia","South Korea","2017-10-07","Friendly",4,2,4,2,0,1
"Libya","Democratic Republic of Congo","2017-10-07","World Cup qualifier",1,2,1,2,0,0
"Saudi Arabia","Jamaica","2017-10-07","Friendly",5,2,5,2,0,1
"Cyprus","Greece","2017-10-07","World Cup qualifier",1,2,1,2,0,1
"Uganda","Ghana","2017-10-07","World Cup qualifier",0,0,0,0,0,1
"Guinea","Tunisia","2017-10-07","World Cup qualifier",1,4,1,4,0,1
"Costa Rica","Honduras","2017-10-07","World Cup qualifier",1,1,1,1,0,1
"Morocco","Gabon","2017-10-07","World Cup qualifier",3,0,3,0,0,1
"Grenada","Guyana","2017-10-07","Friendly",1,0,1,0,0,1
"Bulgaria","France","2017-10-07","World Cup qualifier",0,1,0,1,0,1
"Turkey","Iceland","2017-10-06","World Cup qualifier",0,3,0,3,0,1
"Ireland","Moldova","2017-10-06","World Cup qualifier",2,0,2,0,0,1
"Italy","Macedonia","2017-10-06","World Cup qualifier",1,1,1,1,0,1
"Georgia","Wales","2017-10-06","World Cup qualifier",0,1,0,1,0,1
"Mexico","Trinidad and Tobago","2017-10-06","World Cup qualifier",3,1,3,1,0,1
"Japan","New Zealand","2017-10-06","Friendly",2,1,2,1,0,1
"Spain","Albania","2017-10-06","World Cup qualifier",3,0,3,0,0,1
"Comoros","Mauritania","2017-10-06","Friendly",1,0,1,0,0,0
"Croatia","Finland","2017-10-06","World Cup qualifier",1,1,1,1,0,1
"Austria","Serbia","2017-10-06","World Cup qualifier",3,2,3,2,0,1
"Mali","Ivory Coast","2017-10-06","World Cup qualifier",0,0,0,0,0,1
"United States","Panama","2017-10-06","World Cup qualifier",4,0,4,0,0,1
"Kosovo","Ukraine","2017-10-06","World Cup qualifier",0,2,0,2,0,0
"Liechtenstein","Israel","2017-10-06","World Cup qualifier",0,1,0,1,0,1
"San Marino","Norway","2017-10-05","World Cup qualifier",0,8,0,8,0,1
"Syria","Australia","2017-10-05","World Cup qualifier",1,1,1,1,0,0
"Hong Kong","Laos","2017-10-05","Friendly",4,0,4,0,0,1
"Armenia","Poland","2017-10-05","World Cup qualifier",1,6,1,6,0,1
"Argentina","Peru","2017-10-05","World Cup qualifier",0,0,0,0,0,1
"Iraq","Kenya","2017-10-05","Friendly",2,1,2,1,0,1
"Bolivia","Brazil","2017-10-05","World Cup qualifier",0,0,0,0,0,1
"Northern Ireland","Germany","2017-10-05","World Cup qualifier",1,3,1,3,0,1
"Scotland","Slovakia","2017-10-05","World Cup qualifier",1,0,1,0,0,1
"Qatar","Singapore","2017-10-05","Friendly",3,1,3,1,0,1
"Chile","Ecuador","2017-10-05","World Cup qualifier",2,1,2,1,0,1
"Iran","Togo","2017-10-05","Friendly",2,0,2,0,0,1
"Venezuela","Uruguay","2017-10-05","World Cup qualifier",0,0,0,0,0,1
"Malta","Lithuania","2017-10-05","World Cup qualifier",1,1,1,1,0,1
"Myanmar","Thailand","2017-10-05","Friendly",1,3,1,3,0,1
"England","Slovenia","2017-10-05","World Cup qualifier",1,0,1,0,0,1
"Taiwan","Mongolia","2017-10-05","Friendly",4,2,4,2,0,1
"Montenegro","Denmark","2017-10-05","World Cup qualifier",0,1,0,1,0,1
"Azerbaijan","Czechia","2017-10-05","World Cup qualifier",1,2,1,2,0,1
"Colombia","Paraguay","2017-10-05","World Cup qualifier",1,2,1,2,0,1
"Romania","Kazakhstan","2017-10-05","World Cup qualifier",3,1,3,1,0,1
"Indonesia","Cambodia","2017-10-04","Friendly",3,1,3,1,0,1
"Jordan","Oman","2017-10-04","Friendly",1,1,1,1,0,0
"Uganda","Madagascar","2017-10-04","Friendly",1,2,1,2,0,1
"Macao","Laos","2017-10-02","Friendly",3,1,3,1,0,1
"Botswana","Ethiopia","2017-09-30","Friendly",2,0,2,0,0,1
"Burkina Faso","Senegal","2017-09-05","World Cup qualifier",2,2,2,2,0,1
"Oman","Maldives","2017-09-05","Asian Cup qualifier",5,0,5,0,0,1
"Turkey","Croatia","2017-09-05","World Cup qualifier",1,0,1,0,0,1
"Ireland","Serbia","2017-09-05","World Cup qualifier",0,1,0,1,0,1
"Iraq","United Arab Emirates","2017-09-05","World Cup qualifier",1,0,1,0,0,0
"Macedonia","Albania","2017-09-05","World Cup qualifier",1,1,1,1,0,1
"South Africa","Cape Verde","2017-09-05","World Cup qualifier",1,2,1,2,0,1
"Malaysia","Hong Kong","2017-09-05","Asian Cup qualifier",1,1,1,1,0,1
"Austria","Georgia","2017-09-05","World Cup qualifier",1,1,1,1,0,1
"Cambodia","Vietnam","2017-09-05","Asian Cup qualifier",1,2,1,2,0,1
"Jordan","Afghanistan","2017-09-05","Asian Cup qualifier",4,1,4,1,0,1
"Panama","Trinidad and Tobago","2017-09-05","World Cup qualifier",3,0,3,0,0,1
"Congo","Ghana","2017-09-05","World Cup qualifier",1,5,1,5,0,1
"Colombia","Brazil","2017-09-05","World Cup qualifier",1,1,1,1,0,1
"Uzbekistan","South Korea","2017-09-05","World Cup qualifier",0,0,0,0,0,1
"Saudi Arabia","Japan","2017-09-05","World Cup qualifier",1,0,1,0,0,1
"Argentina","Venezuela","2017-09-05","World Cup qualifier",1,1,1,1,0,1
"Philippines","Yemen","2017-09-05","Asian Cup qualifier",2,2,2,2,0,1
"Liechtenstein","Spain","2017-09-05","World Cup qualifier",0,8,0,8,0,1
"Bhutan","Palestine","2017-09-05","Asian Cup qualifier",0,2,0,2,0,1
"Nepal","Tajikistan","2017-09-05","Asian Cup qualifier",1,2,1,2,0,1
"Singapore","Turkmenistan","2017-09-05","Asian Cup qualifier",1,1,1,1,0,1
"Bolivia","Chile","2017-09-05","World Cup qualifier",1,0,1,0,0,1
"Egypt","Uganda","2017-09-05","World Cup qualifier",1,0,1,0,0,1
"Niger","Mauritania","2017-09-05","Friendly",2,0,2,0,0,0
"Iceland","Ukraine","2017-09-05","World Cup qualifier",2,0,2,0,0,1
"Finland","Kosovo","2017-09-05","World Cup qualifier",1,0,1,0,0,0
"Ecuador","Peru","2017-09-05","World Cup qualifier",1,2,1,2,0,1
"Costa Rica","Mexico","2017-09-05","World Cup qualifier",1,1,1,1,0,1
"Paraguay","Uruguay","2017-09-05","World Cup qualifier",1,2,1,2,0,1
"Solomon Islands","New Zealand","2017-09-05","World Cup qualifier",2,2,2,2,0,1
"Ivory Coast","Gabon","2017-09-05","World Cup qualifier",1,2,1,2,0,1
"Mali","Morocco","2017-09-05","World Cup qualifier",0,0,0,0,0,1
"Australia","Thailand","2017-09-05","World Cup qualifier",2,1,2,1,0,1
"Iran","Syria","2017-09-05","World Cup qualifier",2,2,2,2,0,1
"Bahrain","Taiwan","2017-09-05","Asian Cup qualifier",5,0,5,0,0,1
"Democratic Republic of Congo","Tunisia","2017-09-05","World Cup qualifier",2,2,2,2,0,0
"Moldova","Wales","2017-09-05","World Cup qualifier",0,2,0,2,0,1
"Qatar","China","2017-09-05","World Cup qualifier",1,2,1,2,0,1
"Italy","Israel","2017-09-05","World Cup qualifier",1,0,1,0,0,1
"North Korea","Lebanon","2017-09-05","Asian Cup qualifier",2,2,2,2,0,1
"Honduras","United States","2017-09-05","World Cup qualifier",1,1,1,1,0,1
"Macao","India","2017-09-05","Asian Cup qualifier",0,2,0,2,0,1
"Azerbaijan","San Marino","2017-09-04","World Cup qualifier",5,1,5,1,0,1
"Cameroon","Nigeria","2017-09-04","World Cup qualifier",1,1,1,1,0,1
"Armenia","Denmark","2017-09-04","World Cup qualifier",1,4,1,4,0,1
"Malawi","Togo","2017-09-04","Friendly",1,0,1,0,0,0
"Northern Ireland","Czechia","2017-09-04","World Cup qualifier",2,0,2,0,0,1
"Libya","Guinea","2017-09-04","World Cup qualifier",1,0,1,0,0,0
"Scotland","Malta","2017-09-04","World Cup qualifier",2,0,2,0,0,1
"Slovenia","Lithuania","2017-09-04","World Cup qualifier",4,0,4,0,0,1
"Germany","Norway","2017-09-04","World Cup qualifier",6,0,6,0,0,1
"England","Slovakia","2017-09-04","World Cup qualifier",2,1,2,1,0,1
"Montenegro","Romania","2017-09-04","World Cup qualifier",1,0,1,0,0,1
"Poland","Kazakhstan","2017-09-04","World Cup qualifier",3,0,3,0,0,1
"Faroe Islands","Andorra","2017-09-03","World Cup qualifier",1,0,1,0,0,1
"Belarus","Sweden","2017-09-03","World Cup qualifier",0,4,0,4,0,1
"Latvia","Switzerland","2017-09-03","World Cup qualifier",0,3,0,3,0,1
"Hungary","Portugal","2017-09-03","World Cup qualifier",0,1,0,1,0,1
"Equatorial Guinea","Benin","2017-09-03","Friendly",1,2,1,2,0,1
"Estonia","Cyprus","2017-09-03","World Cup qualifier",1,0,1,0,0,1
"France","Luxembourg","2017-09-03","World Cup qualifier",0,0,0,0,0,1
"Croatia","Kosovo","2017-09-03","World Cup qualifier",1,0,1,0,0,1
"Greece","Belgium","2017-09-03","World Cup qualifier",1,2,1,2,0,1
"Gibraltar","Bosnia and Herzegovina","2017-09-03","World Cup qualifier",0,4,0,4,0,0
"Netherlands","Bulgaria","2017-09-03","World Cup qualifier",3,1,3,1,0,1
"Zambia","Algeria","2017-09-02","World Cup qualifier",3,1,3,1,0,1
"Senegal","Burkina Faso","2017-09-02","World Cup qualifier",0,0,0,0,0,1
"Ukraine","Turkey","2017-09-02","World Cup qualifier",2,0,2,0,0,1
"Indonesia","Fiji","2017-09-02","Friendly",0,0,0,0,0,1
"Georgia","Ireland","2017-09-02","World Cup qualifier",1,1,1,1,0,1
"Israel","Macedonia","2017-09-02","World Cup qualifier",0,1,0,1,0,1
"Mozambique","Kenya","2017-09-02","Friendly",1,1,1,1,0,1
"Canada","Jamaica","2017-09-02","Friendly",2,0,2,0,0,1
"Spain","Italy","2017-09-02","World Cup qualifier",3,0,3,0,0,1
"Finland","Iceland","2017-09-02","World Cup qualifier",1,0,1,0,0,1
"Serbia","Moldova","2017-09-02","World Cup qualifier",3,0,3,0,0,1
"Gabon","Ivory Coast","2017-09-02","World Cup qualifier",0,3,0,3,0,1
"Tanzania","Botswana","2017-09-02","Friendly",2,0,2,0,0,1
"Albania","Liechtenstein","2017-09-02","World Cup qualifier",2,0,2,0,0,1
"Wales","Austria","2017-09-02","World Cup qualifier",1,0,1,0,0,1
"San Marino","Northern Ireland","2017-09-01","World Cup qualifier",0,3,0,3,0,1
"Nigeria","Cameroon","2017-09-01","World Cup qualifier",4,0,4,0,0,1
"Cape Verde","South Africa","2017-09-01","World Cup qualifier",2,1,2,1,0,1
"Romania","Armenia","2017-09-01","World Cup qualifier",1,0,1,0,0,1
"Trinidad and Tobago","Honduras","2017-09-01","World Cup qualifier",1,2,1,2,0,1
"Ghana","Congo","2017-09-01","World Cup qualifier",1,1,1,1,0,1
"Lithuania","Scotland","2017-09-01","World Cup qualifier",0,3,0,3,0,1
"Slovakia","Slovenia","2017-09-01","World Cup qualifier",1,0,1,0,0,1
"Mexico","Panama","2017-09-01","World Cup qualifier",1,0,1,0,0,1
"New Zealand","Solomon Islands","2017-09-01","World Cup qualifier",6,1,6,1,0,1
"Czechia","Germany","2017-09-01","World Cup qualifier",1,2,1,2,0,1
"Malta","England","2017-09-01","World Cup qualifier",0,4,0,4,0,1
"Morocco","Mali","2017-09-01","World Cup qualifier",6,0,6,0,0,1
"Norway","Azerbaijan","2017-09-01","World Cup qualifier",2,0,2,0,0,1
"Denmark","Poland","2017-09-01","World Cup qualifier",4,0,4,0,0,1
"Tunisia","Democratic Republic of Congo","2017-09-01","World Cup qualifier",2,1,2,1,0,1
"United States","Costa Rica","2017-09-01","World Cup qualifier",0,2,0,2,0,1
"Kazakhstan","Montenegro","2017-09-01","World Cup qualifier",0,3,0,3,0,1
"Portugal","Faroe Islands","2017-08-31","World Cup qualifier",5,1,5,1,0,1
"Bulgaria","Sweden","2017-08-31","World Cup qualifier",3,2,3,2,0,1
"Japan","Australia","2017-08-31","World Cup qualifier",2,0,2,0,0,1
"Switzerland","Andorra","2017-08-31","World Cup qualifier",3,0,3,0,0,1
"Cyprus","Bosnia and Herzegovina","2017-08-31","World Cup qualifier",3,2,3,2,0,1
"Singapore","Hong Kong","2017-08-31","Friendly",1,1,1,1,0,1
"Luxembourg","Belarus","2017-08-31","World Cup qualifier",1,0,1,0,0,1
"Peru","Bolivia","2017-08-31","World Cup qualifier",2,1,2,1,0,1
"Thailand","Iraq","2017-08-31","World Cup qualifier",1,2,1,2,0,1
"Greece","Estonia","2017-08-31","World Cup qualifier",0,0,0,0,0,1
"Brazil","Ecuador","2017-08-31","World Cup qualifier",2,0,2,0,0,1
"South Korea","Iran","2017-08-31","World Cup qualifier",0,0,0,0,0,1
"Uruguay","Argentina","2017-08-31","World Cup qualifier",0,0,0,0,0,1
"Guinea","Libya","2017-08-31","World Cup qualifier",3,2,3,2,0,1
"Chile","Paraguay","2017-08-31","World Cup qualifier",0,3,0,3,0,1
"Uganda","Egypt","2017-08-31","World Cup qualifier",1,0,1,0,0,1
"Hungary","Latvia","2017-08-31","World Cup qualifier",3,1,3,1,0,1
"Togo","Niger","2017-08-31","Friendly",2,0,2,0,0,0
"Belgium","Gibraltar","2017-08-31","World Cup qualifier",9,0,9,0,0,1
"Syria","Qatar","2017-08-31","World Cup qualifier",3,1,3,1,0,0
"France","Netherlands","2017-08-31","World Cup qualifier",4,0,4,0,0,1
"China","Uzbekistan","2017-08-31","World Cup qualifier",1,0,1,0,0,1
"Venezuela","Colombia","2017-08-31","World Cup qualifier",0,0,0,0,0,1
"Oman","Afghanistan","2017-08-30","Friendly",2,0,2,0,0,1
"United Arab Emirates","Saudi Arabia","2017-08-29","World Cup qualifier",2,1,2,1,0,1
"Bahrain","Jordan","2017-08-29","Friendly",0,0,0,0,0,1
"Myanmar","Malaysia","2017-08-29","Friendly",1,0,1,0,0,1
"Iraq","Syria","2017-08-26","Friendly",1,1,1,1,0,0
"Uzbekistan","Kyrgyzstan","2017-08-25","Friendly",5,0,5,0,0,1
"India","Saint Kitts and Nevis","2017-08-24","Friendly tournament",1,1,1,1,0,1
"Trinidad and Tobago","Jamaica","2017-08-24","Friendly",1,2,1,2,0,1
"Qatar","Turkmenistan","2017-08-23","Friendly",2,1,2,1,0,1
"Mauritius","Saint Kitts and Nevis","2017-08-22","Friendly tournament",1,1,1,1,0,0
"Malaysia","Syria","2017-08-22","Friendly",1,2,1,2,0,1
"India","Mauritius","2017-08-19","Friendly tournament",2,1,2,1,0,1
"Qatar","Andorra","2017-08-16","Friendly",1,0,1,0,0,0
"Solomon Islands","Vanuatu","2017-07-28","Friendly",0,0,0,0,0,1
"Ecuador","Trinidad and Tobago","2017-07-26","Friendly",3,1,3,1,0,1
"United States","Jamaica","2017-07-26","CONCACAF Championship",2,1,2,1,0,1
"Jamaica","Mexico","2017-07-23","CONCACAF Championship",1,0,1,0,0,0
"United States","Costa Rica","2017-07-22","CONCACAF Championship",2,0,2,0,0,1
"Jamaica","Canada","2017-07-20","CONCACAF Championship",2,1,2,1,0,0
"Mexico","Honduras","2017-07-20","CONCACAF Championship",1,0,1,0,0,0
"Costa Rica","Panama","2017-07-19","CONCACAF Championship",1,0,1,0,0,0
"United States","El Salvador","2017-07-19","CONCACAF Championship",2,0,2,0,0,1
"Mexico","Curacao","2017-07-16","CONCACAF Championship",2,0,2,0,0,0
"El Salvador","Jamaica","2017-07-16","CONCACAF Championship",1,1,1,1,0,0
"Panama","Martinique","2017-07-15","CONCACAF Championship",3,0,3,0,0,0
"United States","Nicaragua","2017-07-15","CONCACAF Championship",3,0,3,0,0,1
"Canada","Honduras","2017-07-14","CONCACAF Championship",0,0,0,0,0,0
"Costa Rica","French Guiana","2017-07-14","CONCACAF Championship",3,0,3,0,0,0
"Thailand","North Korea","2017-07-14","King's Cup",3,0,3,0,0,1
"El Salvador","Curacao","2017-07-13","CONCACAF Championship",2,0,2,0,0,0
"Jamaica","Mexico","2017-07-13","CONCACAF Championship",0,0,0,0,0,0
"Panama","Nicaragua","2017-07-12","CONCACAF Championship",2,1,2,1,0,0
"United States","Martinique","2017-07-12","CONCACAF Championship",3,2,3,2,0,1
"Canada","Costa Rica","2017-07-11","CONCACAF Championship",1,1,1,1,0,0
"French Guiana","Honduras","2017-07-11","CONCACAF Championship",0,0,0,0,0,0
"Jamaica","Curacao","2017-07-09","CONCACAF Championship",2,0,2,0,0,0
"Mexico","El Salvador","2017-07-09","CONCACAF Championship",3,1,3,1,0,0
"Zimbabwe","Zambia","2017-07-09","COSAFA Cup",3,1,3,1,0,0
"United States","Panama","2017-07-08","CONCACAF Championship",1,1,1,1,0,1
"Martinique","Nicaragua","2017-07-08","CONCACAF Championship",2,0,2,0,0,0
"South Africa","Namibia","2017-07-07","COSAFA Cup",1,0,1,0,0,1
"Canada","French Guiana","2017-07-07","CONCACAF Championship",4,2,4,2,0,0
"Lesotho","Tanzania","2017-07-07","COSAFA Cup",0,0,0,0,0,0
"Costa Rica","Honduras","2017-07-07","CONCACAF Championship",1,0,1,0,0,0
"Dominica","Saint Vincent and the Grenadines","2017-07-06","Windward Islands Championship",2,2,2,2,0,0
"Grenada","Barbados","2017-07-06","Windward Islands Championship",0,2,0,2,0,1
"Zambia","Tanzania","2017-07-05","COSAFA Cup",4,2,4,2,0,0
